loan_status,loan_amnt,term,int_rate,installment,emp_length,is_mortgage,is_rent,is_own,is_any,is_other,annual_inc,verification_status,is_verified,is_not_verified,is_source_verified,issue_d,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status,id_x,name_x,id_y,name_y,id_x,name_x,id_y,name_y
0,9350.0,36,18.99,342.69,6.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-05 00:00:00,21.61,680.0,684,12,0,4980,49.0,0.0,0.0,24,0,2,RENT,,,,,19,D4
1,24000.0,60,13.33,550.14,2.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-02 00:00:00,22.32,705.0,709,12,0,24526,62.9,0.0,0.0,50,3,2,RENT,,,,,13,C3
1,25000.0,36,13.49,848.27,4.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-01 00:00:00,19.38,,704,20,0,43428,46.4,3.0,0.0,27,0,1,MORTGAGE,,,,,12,C2
0,-28000.0,36,13.35,948.16,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-06 00:00:00,18.33,665.0,669,13,0,33324,91.0,2.0,0.0,25,0,2,RENT,,,,,12,C2
0,12000.0,36,16.99,427.78,7.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-12 00:00:00,16.49,660.0,664,12,1,4252,45.7,0.0,1.0,22,0,2,RENT,,,,,18,D3
0,12000.0,36,13.33,406.24,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-09 00:00:00,25.41,660.0,664,6,0,6149,59.7,1.0,0.0,35,0,1,MORTGAGE,,,,,13,C3
0,15000.0,60,15.99,364.7,,0,1,0,0,0,0,Not Verified,0,1,0,2017-01-01 00:00:00,9.24,690.0,694,23,0,11232,25.6,0.0,0.0,36,-1,2,RENT,,,,,15,C5
0,24000.0,36,11.53,791.77,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-08 00:00:00,7.44,715.0,719,7,0,5955,26.0,0.0,0.0,38,0,2,RENT,,,,,10,B5
0,10000.0,36,6.24,305.31,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2015-01-06 00:00:00,16.41,700.0,704,18,0,19887,45.4,0.0,0.0,27,-2,2,RENT,,,,,2,A2
0,30000.0,60,23.13,847.96,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-02 00:00:00,27.57,695.0,699,17,1,14626,36.5,1.0,1.0,34,2,2,RENT,,,,,26,F1
0,20000.0,60,21.0,541.07,3.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-03 00:00:00,18.22,665.0,669,12,0,18186,72.5,0.0,0.0,30,1,2,RENT,,,,,22,E2
0,9000.0,36,11.47,296.66,10.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-03 00:00:00,17.35,700.0,704,11,0,5707,29.4,7.0,0.0,23,0,1,MORTGAGE,,,,,10,B5
0,14000.0,36,11.44,461.27,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-10 00:00:00,3.53,685.0,689,5,0,10432,54.9,0.0,0.0,43,1,2,RENT,,,,,9,B4
0,5700.0,36,21.99,217.66,8.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-04 00:00:00,30.68,660.0,664,7,0,5675,45.4,0.0,0.0,38,-1,2,RENT,,,,,24,E4
0,9500.0,36,9.49,304.27,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-07 00:00:00,23.39,735.0,739,10,0,10994,32.4,0.0,0.0,48,-2,3,OWN,,,,,7,B2
0,35000.0,36,22.4,1343.92,4.0,0,0,1,0,0,0,Source Verified,0,0,1,2014-01-01 00:00:00,16.14,675.0,679,30,0,45753,52.2,3.0,0.0,29,-1,3,OWN,,,,,23,E3
1,10000.0,36,11.44,329.48,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,16.87,660.0,664,9,1,6780,79.8,2.0,1.0,36,0,2,RENT,,,,,9,B4
0,14000.0,36,10.99,458.28,3.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,17.16,730.0,734,12,0,15053,44.4,1.0,0.0,40,2,1,MORTGAGE,,,,,9,B4
0,28000.0,36,6.89,863.16,10.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-10 00:00:00,5.1,705.0,709,7,0,9290,63.2,0.0,0.0,46,-1,2,RENT,,,,,3,A3
0,12800.0,36,12.99,431.23,0.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-12 00:00:00,12.75,665.0,669,5,1,7390,84.0,2.0,0.0,50,0,1,MORTGAGE,,,,,12,C2
1,17000.0,36,7.99,532.64,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,7.89,705.0,709,10,0,15716,35.6,0.0,0.0,28,1,2,RENT,,,,,4,A4
0,8000.0,36,8.9,254.03,6.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-05 00:00:00,22.62,,749,11,0,6801,28.7,1.0,0.0,38,0,1,MORTGAGE,,,,,5,A5
0,10000.0,36,6.03,304.36,3.0,0,0,1,0,0,0,Not Verified,0,1,0,2013-01-09 00:00:00,15.55,755.0,759,11,0,35275,39.7,1.0,0.0,26,0,3,OWN,,,,,1,A1
0,12000.0,36,7.39,372.67,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-05 00:00:00,23.98,,724,6,0,91884,43.4,1.0,0.0,41,0,1,MORTGAGE,,,,,4,A4
0,6000.0,36,13.59,203.88,6.0,0,0,1,0,0,0,Source Verified,0,0,1,2017-01-10 00:00:00,3.81,690.0,694,14,0,4912,16.4,4.0,0.0,39,-2,3,OWN,,,,,12,C2
1,9250.0,36,18.24,335.53,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-10 00:00:00,23.67,710.0,714,7,0,614,11.8,0.0,0.0,33,1,2,RENT,,,,,20,D5
0,8500.0,36,9.44,272.05,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-09 00:00:00,8.27,705.0,709,5,1,1878,22.4,0.0,1.0,30,-2,2,RENT,,,,,6,B1
0,11400.0,60,21.85,313.89,5.0,0,1,0,0,0,0,Source Verified,0,0,1,2018-01-06 00:00:00,17.86,680.0,684,8,1,10546,37.9,0.0,1.0,24,0,2,RENT,,,,,20,D5
0,20000.0,36,7.62,623.23,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-01 00:00:00,21.31,740.0,744,18,0,11436,20.7,3.0,0.0,30,2,2,RENT,,,,,3,A3
0,12000.0,60,15.99,291.76,1.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-12 00:00:00,25.29,,724,10,0,7275,39.3,2.0,0.0,46,-2,1,MORTGAGE,,,,,15,C5
0,12000.0,60,14.98,285.36,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-02 00:00:00,17.66,,669,11,0,12263,63.9,1.0,0.0,36,0,1,MORTGAGE,,,,,13,C3
0,18900.0,36,13.67,642.94,5.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-02 00:00:00,28.75,700.0,704,11,0,16764,76.2,0.0,0.0,27,0,2,RENT,,,,,13,C3
1,18000.0,36,11.49,593.49,10.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-11 00:00:00,29.57,680.0,684,15,0,27280,65.0,0.0,0.0,50,2,2,RENT,,,,,10,B5
0,6700.0,36,18.92,245.33,6.0,0,1,0,0,0,0,Not Verified,0,1,0,2014-01-02 00:00:00,13.04,,664,10,0,4770,63.6,0.0,0.0,56,-1,2,RENT,,,,,19,D4
0,7500.0,36,7.89,234.65,,1,0,0,0,0,0,Verified,1,0,0,2015-01-11 00:00:00,19.09,,704,12,0,19925,43.6,1.0,0.0,52,-1,1,MORTGAGE,,,,,5,A5
0,10000.0,36,7.89,312.86,3.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-09 00:00:00,38.93,715.0,719,18,0,13012,18.2,2.0,0.0,27,0,1,MORTGAGE,,,,,5,A5
0,5000.0,36,15.61,174.83,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-10 00:00:00,32.88,705.0,709,11,0,30283,66.6,7.0,0.0,27,0,1,MORTGAGE,,,,,16,D1
0,20000.0,60,17.57,503.21,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-03 00:00:00,21.53,700.0,704,20,0,40042,54.0,1.0,0.0,39,-2,1,MORTGAGE,,,,,17,D2
1,4200.0,36,12.99,141.5,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,24.5,675.0,679,11,0,9112,71.2,0.0,0.0,30,0,2,RENT,,,,,12,C2
0,19200.0,60,12.99,436.77,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,15.78,720.0,724,14,0,23708,38.4,0.0,0.0,54,0,2,RENT,,,,,12,C2
0,20000.0,36,10.15,646.76,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-07 00:00:00,22.67,710.0,714,9,0,20301,53.4,5.0,0.0,27,0,1,MORTGAGE,,,,,7,B2
0,11000.0,36,8.39,346.69,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2014-01-06 00:00:00,9.89,,699,14,0,44780,70.7,4.0,0.0,33,2,1,MORTGAGE,,,,,5,A5
0,6000.0,36,8.24,188.69,3.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-04 00:00:00,15.3,675.0,679,11,1,9860,45.4,0.0,1.0,37,0,2,RENT,,,,,6,B1
0,14000.0,60,9.75,295.74,9.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,10.17,665.0,669,7,1,6224,17.1,5.0,1.0,42,0,1,MORTGAGE,,,,,8,B3
0,14500.0,36,9.67,465.64,0.0,0,1,0,0,0,0,Verified,1,0,0,2014-01-02 00:00:00,19.7,685.0,689,13,0,14050,82.6,0.0,0.0,42,1,2,RENT,,,,,6,B1
1,25000.0,60,23.88,717.46,6.0,0,0,1,0,0,0,Verified,1,0,0,2017-01-11 00:00:00,16.27,690.0,694,7,0,11810,43.4,2.0,0.0,35,-1,3,OWN,,,,,22,E2
0,10000.0,36,5.32,301.15,10.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-01 00:00:00,22.0,800.0,804,23,0,14685,10.0,3.0,0.0,38,-1,2,RENT,,,,,1,A1
0,16000.0,36,5.32,481.84,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,9.25,695.0,699,14,0,74692,27.5,5.0,0.0,35,0,1,MORTGAGE,,,,,1,A1
0,20000.0,60,17.57,503.21,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-04 00:00:00,8.36,680.0,684,8,0,15762,58.4,1.0,0.0,21,0,2,RENT,,,,,17,D2
0,-9825.0,36,21.97,375.07,5.0,1,0,0,0,0,0,Verified,1,0,0,2016-01-02 00:00:00,43.05,670.0,674,11,0,18054,98.7,2.0,0.0,21,0,1,MORTGAGE,,,,,24,E4
0,10000.0,60,26.99,305.3,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-10 00:00:00,23.64,675.0,679,4,0,29766,87.5,0.0,0.0,24,0,2,RENT,,,,,28,F3
0,13750.0,36,16.29,485.39,1.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,35.44,680.0,684,13,0,9227,41.4,6.0,0.0,30,7,3,OWN,,,,,16,D1
1,13375.0,60,18.99,346.89,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,21.6,,719,17,0,5232,53.4,0.0,0.0,41,0,3,OWN,,,,,23,E3
0,8500.0,36,16.55,301.15,1.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-02 00:00:00,31.03,665.0,669,12,1,10389,75.8,1.0,0.0,22,-2,1,MORTGAGE,,,,,17,D2
0,-17600.0,60,25.49,521.66,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-01 00:00:00,2.61,675.0,679,6,0,638,3.0,0.0,0.0,30,-1,2,RENT,,,,,24,E4
0,12000.0,60,13.33,275.07,3.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,24.39,730.0,734,10,0,22121,57.0,2.0,0.0,34,0,1,MORTGAGE,,,,,13,C3
0,16000.0,36,11.47,527.39,0.0,0,1,0,0,0,0,Not Verified,0,1,0,2016-01-06 00:00:00,29.85,710.0,714,9,0,15231,57.0,0.0,0.0,29,0,2,RENT,,,,,10,B5
0,8500.0,36,11.53,280.42,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-03 00:00:00,13.53,695.0,699,12,1,7199,49.6,4.0,1.0,38,0,1,MORTGAGE,,,,,10,B5
0,-4000.0,36,11.44,131.79,5.0,0,0,1,0,0,0,Not Verified,0,1,0,2014-01-11 00:00:00,23.94,670.0,674,8,0,10143,62.2,4.0,0.0,21,0,3,OWN,,,,,9,B4
0,6000.0,36,13.49,203.59,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,14.77,,679,7,1,5587,58.2,3.0,0.0,34,0,2,RENT,,,,,12,C2
1,6000.0,36,19.52,221.52,7.0,0,1,0,0,0,0,Not Verified,0,1,0,2013-01-09 00:00:00,11.64,,694,5,0,5302,88.4,0.0,0.0,39,0,2,RENT,,,,,19,D4
0,9600.0,36,10.75,313.16,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-04 00:00:00,24.62,685.0,689,9,0,12360,67.9,2.0,0.0,23,0,1,MORTGAGE,,,,,9,B4
0,15000.0,36,10.75,489.31,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-04 00:00:00,24.64,,699,20,0,16677,48.5,3.0,0.0,40,0,1,MORTGAGE,,,,,9,B4
0,4700.0,36,13.33,159.11,9.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-09 00:00:00,34.62,,764,17,0,18859,26.5,3.0,0.0,46,0,1,MORTGAGE,,,,,13,C3
0,10725.0,36,12.49,358.74,,1,0,0,0,0,0,Verified,1,0,0,2014-01-06 00:00:00,18.1,,704,13,0,10018,57.6,0.0,0.0,22,2,1,MORTGAGE,,,,,10,B5
0,21000.0,36,6.49,643.54,5.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-12 00:00:00,14.46,730.0,734,17,1,12753,34.7,5.0,1.0,34,0,1,MORTGAGE,,,,,2,A2
0,2925.0,36,13.99,99.96,0.0,0,1,0,0,0,0,Verified,1,0,0,2016-01-10 00:00:00,18.07,675.0,679,8,0,767,24.7,0.0,0.0,24,2,2,RENT,,,,,13,C3
0,35000.0,60,15.59,843.53,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-07 00:00:00,10.06,,724,11,0,21404,49.2,2.0,0.0,45,-1,1,MORTGAGE,,,,,15,C5
0,10000.0,36,12.12,332.72,8.0,0,1,0,0,0,0,Not Verified,0,1,0,2012-01-09 00:00:00,25.89,695.0,699,10,0,15047,49.0,0.0,0.0,29,0,2,RENT,,,,,8,B3
0,30000.0,60,10.9,650.78,5.0,1,0,0,0,0,0,Source Verified,0,0,1,2018-01-04 00:00:00,22.3,755.0,759,16,0,104712,62.1,1.0,0.0,39,-1,1,MORTGAGE,,,,,9,B4
0,10000.0,36,7.39,310.56,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,20.75,665.0,669,20,0,88024,46.1,2.0,0.0,38,2,3,OWN,,,,,4,A4
0,16000.0,36,16.02,562.68,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-08 00:00:00,23.3,660.0,664,9,0,13313,74.4,2.0,0.0,54,-1,1,MORTGAGE,,,,,15,C5
0,9000.0,36,17.27,322.09,6.0,0,1,0,0,0,0,Verified,1,0,0,2012-01-12 00:00:00,24.2,675.0,679,19,0,14663,50.6,0.0,0.0,38,2,2,RENT,,,,,15,C5
1,35000.0,60,13.99,814.21,10.0,1,0,0,0,0,0,Verified,1,0,0,2012-01-07 00:00:00,18.18,765.0,769,21,0,25495,18.0,5.0,0.0,29,0,1,MORTGAGE,,,,,11,C1
0,15000.0,36,7.49,466.53,8.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-11 00:00:00,15.82,690.0,694,11,0,15358,62.2,0.0,0.0,33,-1,2,RENT,,,,,4,A4
0,10000.0,36,9.43,320.01,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2018-01-05 00:00:00,8.23,680.0,684,4,0,6653,84.2,3.0,0.0,23,0,1,MORTGAGE,,,,,6,B1
0,9000.0,36,5.32,271.04,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-12 00:00:00,10.66,765.0,769,12,0,9138,34.7,3.0,0.0,32,0,1,MORTGAGE,,,,,1,A1
0,5000.0,36,22.2,191.47,4.0,0,1,0,0,0,0,Verified,1,0,0,2013-01-08 00:00:00,16.14,670.0,674,11,0,33407,94.1,0.0,0.0,46,-1,2,RENT,,,,,24,E4
0,24925.0,60,16.29,609.98,10.0,1,0,0,0,0,0,Verified,1,0,0,2013-01-05 00:00:00,19.85,710.0,714,14,0,18919,64.8,2.0,0.0,26,1,1,MORTGAGE,,,,,14,C4
0,6000.0,36,17.47,215.33,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2018-01-05 00:00:00,3.27,670.0,674,5,0,2539,49.8,3.0,0.0,48,0,1,MORTGAGE,,,,,16,D1
0,25000.0,36,6.24,763.28,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-11 00:00:00,27.23,,724,20,3,29639,39.8,2.0,0.0,30,0,1,MORTGAGE,,,,,2,A2
0,23450.0,60,9.16,488.61,10.0,0,0,1,0,0,0,Source Verified,0,0,1,2016-01-06 00:00:00,13.59,710.0,714,17,0,7147,16.7,4.0,0.0,26,-2,3,OWN,,,,,7,B2
0,25750.0,60,23.13,727.83,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-03 00:00:00,20.32,720.0,724,12,0,10505,39.8,5.0,0.0,35,1,1,MORTGAGE,,,,,26,F1
0,16500.0,36,14.09,564.66,,1,0,0,0,0,0,Verified,1,0,0,2012-01-09 00:00:00,9.54,710.0,714,11,0,16682,42.4,4.0,0.0,24,1,1,MORTGAGE,,,,,10,B5
0,18500.0,60,13.65,427.12,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-04 00:00:00,32.85,690.0,694,10,0,16194,74.3,3.0,0.0,49,0,1,MORTGAGE,,,,,11,C1
0,7850.0,36,7.89,245.6,4.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,14.55,675.0,679,4,0,9673,30.0,0.0,0.0,32,0,2,RENT,,,,,5,A5
0,-20000.0,36,11.99,664.2,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2016-01-04 00:00:00,25.31,675.0,679,7,0,83227,91.1,1.0,0.0,40,0,1,MORTGAGE,,,,,11,C1
0,5000.0,36,11.99,166.05,1.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,24.88,680.0,684,19,1,12983,41.2,0.0,1.0,43,1,2,RENT,,,,,11,C1
0,8900.0,36,14.98,308.44,9.0,0,0,1,0,0,0,Not Verified,0,1,0,2014-01-01 00:00:00,19.02,665.0,669,9,0,13256,87.8,0.0,0.0,32,1,3,OWN,,,,,13,C3
1,21000.0,60,12.69,474.49,1.0,0,0,1,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,16.52,685.0,689,9,0,10558,61.0,0.0,0.0,26,1,3,OWN,,,,,12,C2
0,13000.0,36,7.21,402.66,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2018-01-08 00:00:00,22.87,805.0,809,18,0,9184,12.8,2.0,0.0,37,-1,1,MORTGAGE,,,,,3,A3
0,32000.0,36,13.99,1093.53,7.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-02 00:00:00,19.48,690.0,694,16,0,37774,66.4,5.0,0.0,37,0,1,MORTGAGE,,,,,13,C3
0,6000.0,36,8.99,190.78,4.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-07 00:00:00,16.27,765.0,769,16,0,10917,20.6,2.0,0.0,35,-2,1,MORTGAGE,,,,,6,B1
1,18000.0,36,7.24,557.77,6.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-11 00:00:00,16.22,690.0,694,6,0,22348,67.0,1.0,0.0,46,1,1,MORTGAGE,,,,,3,A3
0,24000.0,36,9.99,774.3,10.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-05 00:00:00,22.53,680.0,684,12,0,1276,6.5,4.0,0.0,45,0,1,MORTGAGE,,,,,8,B3
0,12000.0,36,17.27,429.45,10.0,0,0,1,0,0,0,Source Verified,0,0,1,2016-01-03 00:00:00,20.79,705.0,709,20,0,17185,38.5,0.0,0.0,27,1,3,OWN,,,,,17,D2
0,5400.0,36,9.71,173.51,10.0,1,0,0,0,0,0,Verified,1,0,0,2013-01-08 00:00:00,23.77,725.0,729,7,0,11583,68.1,1.0,0.0,45,0,1,MORTGAGE,,,,,6,B1
0,8000.0,36,9.99,258.1,0.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,13.48,690.0,694,11,0,12409,84.4,0.0,0.0,27,0,2,RENT,,,,,8,B3
0,5000.0,36,12.49,167.25,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-10 00:00:00,14.64,660.0,664,7,1,3365,80.1,3.0,1.0,29,-1,1,MORTGAGE,,,,,10,B5
0,14000.0,36,12.39,467.62,5.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-01 00:00:00,20.04,710.0,714,12,0,9262,28.5,1.0,0.0,38,1,1,MORTGAGE,,,,,11,C1
1,5400.0,36,21.45,204.7,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2017-01-11 00:00:00,18.39,715.0,719,14,0,30667,66.4,3.0,0.0,41,0,1,MORTGAGE,,,,,20,D5
0,14000.0,36,6.49,429.03,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-06 00:00:00,17.76,785.0,789,5,0,5336,59.3,4.0,0.0,25,1,1,MORTGAGE,,,,,2,A2
0,3000.0,36,14.33,103.02,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-11 00:00:00,18.32,,694,9,1,5506,63.3,1.0,0.0,45,0,2,RENT,,,,,15,C5
1,11400.0,36,14.65,393.24,3.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-04 00:00:00,25.27,675.0,679,10,0,12353,92.2,3.0,0.0,47,1,1,MORTGAGE,,,,,15,C5
0,16000.0,36,10.99,523.75,10.0,0,1,0,0,0,0,Source Verified,0,0,1,2015-01-10 00:00:00,18.74,660.0,664,23,1,12664,47.4,2.0,1.0,44,0,2,RENT,,,,,9,B4
0,4800.0,36,6.62,147.38,0.0,0,0,1,0,0,0,Source Verified,0,0,1,2013-01-05 00:00:00,9.53,,799,4,0,2369,15.3,0.0,0.0,23,0,3,OWN,,,,,2,A2
1,6625.0,36,15.31,230.67,10.0,0,0,1,0,0,0,Verified,1,0,0,2013-01-02 00:00:00,6.1,670.0,674,18,1,2113,15.8,0.0,1.0,33,0,3,OWN,,,,,12,C2
0,18700.0,36,8.39,589.37,3.0,0,1,0,0,0,0,Not Verified,0,1,0,2014-01-06 00:00:00,12.51,710.0,714,10,0,13826,45.6,0.0,0.0,26,0,2,RENT,,,,,5,A5
1,17500.0,36,5.32,527.01,0.0,1,0,0,0,0,0,Not Verified,0,1,0,2018-01-02 00:00:00,14.97,,774,23,0,16214,11.7,2.0,0.0,29,-1,1,MORTGAGE,,,,,1,A1
1,19150.0,60,21.99,528.8,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-01 00:00:00,37.09,665.0,669,12,1,8498,70.8,6.0,1.0,52,1,1,MORTGAGE,,,,,25,E5
0,32000.0,60,9.99,679.75,8.0,0,1,0,0,0,0,Verified,1,0,0,2015-01-05 00:00:00,24.04,685.0,689,14,0,43864,74.0,0.0,0.0,48,0,2,RENT,,,,,8,B3
0,34675.0,36,11.49,1143.28,2.0,0,1,0,0,0,0,Source Verified,0,0,1,2017-01-04 00:00:00,6.91,705.0,709,13,0,13592,42.6,0.0,0.0,23,4,2,RENT,,,,,10,B5
0,2500.0,36,13.49,84.83,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-08 00:00:00,7.54,660.0,664,18,1,4007,7.4,3.0,0.0,26,0,1,MORTGAGE,,,,,12,C2
0,18000.0,36,6.89,554.89,7.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-10 00:00:00,16.52,,694,16,0,23829,40.8,2.0,0.0,37,1,1,MORTGAGE,,,,,3,A3
0,24000.0,36,10.99,785.62,3.0,1,0,0,0,0,0,Source Verified,0,0,1,2013-01-10 00:00:00,16.99,685.0,689,16,0,20070,42.7,1.0,0.0,37,2,1,MORTGAGE,,,,,7,B2
0,18000.0,60,17.57,452.89,8.0,0,1,0,0,0,0,Source Verified,0,0,1,2014-01-09 00:00:00,9.07,665.0,669,5,0,13481,59.7,0.0,0.0,59,-1,2,RENT,,,,,19,D4
0,4750.0,36,16.29,167.68,4.0,0,1,0,0,0,0,Not Verified,0,1,0,2012-01-12 00:00:00,15.98,,684,5,0,5074,80.5,0.0,0.0,44,0,2,RENT,,,,,14,C4
0,5000.0,36,5.32,150.58,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2017-01-07 00:00:00,14.82,745.0,749,13,0,9259,21.3,4.0,0.0,56,-1,1,MORTGAGE,,,,,1,A1
0,8000.0,36,12.49,267.6,2.0,1,0,0,0,0,0,Source Verified,0,0,1,2014-01-03 00:00:00,19.47,690.0,694,20,1,11058,43.7,1.0,1.0,30,-1,1,MORTGAGE,,,,,9,B4
1,24000.0,36,15.77,841.05,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-01 00:00:00,16.78,710.0,714,19,0,22686,78.8,3.0,0.0,32,-1,1,MORTGAGE,,,,,16,D1
0,7000.0,36,8.67,221.53,8.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-01 00:00:00,18.9,,714,12,1,19828,47.4,2.0,1.0,30,-2,1,MORTGAGE,,,,,6,B1
0,21000.0,36,15.61,734.27,10.0,1,0,0,0,0,0,Source Verified,0,0,1,2015-01-08 00:00:00,22.31,,699,15,0,33301,78.2,2.0,0.0,56,-1,1,MORTGAGE,,,,,16,D1
1,35000.0,60,19.24,912.55,3.0,1,0,0,0,0,0,Verified,1,0,0,2015-01-02 00:00:00,31.68,720.0,724,18,0,37053,87.6,5.0,0.0,27,0,1,MORTGAGE,,,,,22,E2
0,12000.0,60,16.99,298.17,2.0,1,0,0,0,0,0,Not Verified,0,1,0,2015-01-07 00:00:00,17.41,665.0,669,11,0,11538,47.1,2.0,0.0,31,1,1,MORTGAGE,,,,,18,D3
0,26400.0,36,9.49,845.55,10.0,1,0,0,0,0,0,Not Verified,0,1,0,2016-01-09 00:00:00,22.38,705.0,709,11,0,23461,73.3,7.0,0.0,31,0,1,MORTGAGE,,,,,7,B2
0,12000.0,36,10.99,392.81,6.0,0,1,0,0,0,0,Source Verified,0,0,1,2016-01-09 00:00:00,17.47,670.0,674,22,0,22978,61.4,0.0,0.0,41,-1,2,RENT,,,,,9,B4
0,4800.0,36,11.14,157.47,10.0,0,0,1,0,0,0,Not Verified,0,1,0,2012-01-10 00:00:00,22.58,700.0,704,11,0,13849,47.9,1.0,0.0,29,0,3,OWN,,,,,7,B2
0,9500.0,36,18.06,343.74,4.0,0,0,1,0,0,0,Verified,1,0,0,2017-01-05 00:00:00,20.49,,684,14,1,9845,68.4,1.0,1.0,59,0,3,OWN,,,,,17,D2
